ORF,protein,protein_corrected,RNA,protein2RNA,protein2RNA_corrected
IPI00122845.11;IPI00653400.1,7939.67,65417.99,3.24,2450.5154320988,20190.737654321
IPI00918305.1,7935.81,65400.25,,,
IPI00459642.1;IPI00135915.1,7930.91,65377.72,10.57,750.3226111637,6185.2147587512
IPI00943997.1;IPI00604947.6;IPI00828306.2;IPI00944152.1;IPI00605176.5,7928.83,65368.15,16.03,494.6244541485,4077.8633811603
IPI00856218.1;IPI00110578.1;IPI00856829.1,7909.17,65277.69,24.68,320.4688006483,2644.9631280389
IPI00323353.3;IPI00649218.1,7907.08,65268.06,10.58,747.3610586011,6169.0037807183
IPI00830749.1,7904.97,65258.35,,,
IPI00923059.1;IPI00271985.4;IPI00322204.4;IPI00816985.2,7899.31,65232.28,14.12,559.4412181303,4619.8498583569
IPI00652660.1,7876.07,65125.15,14.23,553.4834855938,4576.6092761771
IPI00649060.1;IPI00649909.1;IPI00648062.1;IPI00943439.1;IPI00762775.4;IPI00336504.5;IPI00119855.4;IPI00760007.3;IPI00649709.1;IPI00648406.1,7869.19,65093.4,19.15,410.9237597911,3399.1331592689
IPI00222598.1;IPI00749600.1;IPI00757217.1;IPI00753635.1;IPI00756710.1;,7860.55,65053.53,10.86,723.8075506446,5990.1961325967
IPI00153389.1;IPI00458743.2;IPI00742298.1;IPI00900430.1,7840.89,64962.71,10.58,741.1049149338,6140.1427221172
IPI00453981.3,7830.21,64913.33,3.35,2337.376119403,19377.1134328358
IPI00224127.2;IPI00760075.1,7820.8,64869.8,11.52,678.8888888889,5631.0590277778
IPI00228292.2;IPI00775895.1;IPI00776028.1;IPI00885357.1;IPI00473947.1,7815.7,64846.2,2.73,2862.8937728938,23753.1868131868
IPI00224653.5;IPI00880442.1;IPI00880865.1,7789.25,64723.69,10.51,741.1274976213,6158.2959086584
IPI00458879.2;IPI00620324.1;IPI00756788.1;IPI00856434.1;IPI00654002.1,7773.37,64650.04,25.53,304.4798276537,2532.3164904035
IPI00124412.7,7769.84,64633.66,10.17,763.9960668633,6355.32546706
IPI00918590.1;IPI00408270.2;IPI00131784.1,7763.85,64605.86,3.07,2528.9413680782,21044.2540716612
IPI00471137.2,7752.14,64551.49,10.24,757.044921875,6303.8564453125
IPI00121271.1,7751.8,64549.91,9.61,806.638917794,6716.9521331946
IPI00270788.1,7744.88,64517.75,14.05,551.2370106762,4592.0106761566
IPI00154056.1;IPI00653175.1;IPI00918314.1,7733.94,64466.9,8.68,891.0069124424,7427.0622119816
IPI00134018.2;IPI00895289.1;IPI00895056.1,7718.21,64393.72,13.22,583.828290469,4870.9319213313
IPI00128196.2;IPI00876332.2;IPI00918927.1;IPI00555065.2;IPI00625674.4;IPI00670556.3;IPI00919090.2;IPI00919274.1,7704.73,64330.96,23.94,321.8350041771,2687.1746031746
IPI00224237.6;IPI00762305.2;IPI00928166.1,7695.46,64287.77,7.49,1027.4312416555,8583.1468624833
IPI00331175.5;IPI00856645.1;IPI00405611.1,7692.19,64272.53,14.28,538.668767507,4500.8774509804
IPI00454014.4;IPI00830404.1;IPI00669013.1,7677.49,64203.98,18.16,422.7692731278,3535.4614537445
IPI00881776.1,7676.66,64200.11,,,
IPI00116285.2;IPI00850347.1;IPI00867784.1,7668.5,64162.03,15.9,482.2955974843,4035.3477987421
IPI00114007.2;IPI00461390.2;IPI00223693.4;IPI00896614.1;IPI00134159.1,7667.01,64155.08,,,
IPI00465812.2;IPI00830613.1;IPI00480250.2;IPI00652972.3;IPI00831205.1;IPI00753967.1,7665.86,64149.71,24.9,307.8658634538,2576.2935742972
IPI00654133.1;IPI00882016.1;IPI00761379.2;IPI00626688.3;IPI00881371.1;IPI00882367.1,7664.61,64143.87,12.68,604.464511041,5058.6648264984
IPI00119432.1;IPI00886092.1,7657.05,64108.57,5.24,1461.2690839695,12234.4599236641
IPI00115546.4;IPI00230192.5;IPI00750823.1;IPI00648939.1;IPI00928574.1;IPI00775947.1,7655.97,64103.52,3.55,2156.6112676056,18057.3295774648
IPI00318105.1,7653.82,64093.48,28.38,269.6906272023,2258.4031007752
IPI00469840.1,7653.18,64090.49,5.75,1330.987826087,11146.172173913
IPI00121386.1;IPI00556704.2,7648.07,64066.62,15.16,504.4901055409,4226.0303430079
IPI00311892.1;IPI00658247.3;IPI00848854.1,7644.19,64048.48,22.05,346.6752834467,2904.6929705216
IPI00330941.3;IPI00126245.3;IPI00830824.1,7628.89,63976.94,9.46,806.4365750529,6762.890063425
IPI00307907.1,7626.1,63963.88,6.63,1150.2413273002,9647.6440422323
IPI00130226.1,7620.74,63938.8,22.53,338.2485574789,2837.9405237461
IPI00129548.5,7618.14,63926.63,3.51,2170.4102564103,18212.7150997151
IPI00929869.1;IPI00109812.3;,7599.27,63838.25,8.03,946.3599003736,7949.9688667497
IPI00321154.4,7587.55,63783.31,5.04,1505.4662698413,12655.4186507937
IPI00110259.3;IPI00230716.1,7567.94,63691.29,21.61,350.205460435,2947.3063396576
IPI00928283.1;IPI00761657.3;IPI00408061.5;IPI00928476.1,7563.36,63669.79,20,378.168,3183.4895
IPI00648030.2;IPI00400381.9;IPI00625118.3;IPI00648561.1,7554.13,63626.43,13.69,551.7991234478,4647.6574141709
IPI00109326.1,7552.59,63619.2,39.38,191.7874555612,1615.5205688167
IPI00776268.2;IPI00845709.1;IPI00896569.1;IPI00876380.1,7545.95,63587.99,17.58,429.2349260523,3617.0642775882
IPI00626790.3;IPI00848798.1;IPI00831244.1;IPI00830929.1,7538.15,63551.31,9.21,818.4744842562,6900.2508143323
IPI00132955.1,7537.4,63547.78,15.36,490.7161458333,4137.2252604167
IPI00114613.3,7501.45,63378.52,18.8,399.0132978723,3371.1978723404
IPI00380355.1;IPI00380356.1;IPI00380357.2,7480.37,63279.11,67.76,110.3950708383,933.871162928
IPI00923659.1;IPI00118799.4,7467.09,63216.41,11.96,624.3386287625,5285.6530100335
IPI00228693.4;IPI00622704.3;IPI00880223.1,7464.63,63204.8,3.79,1969.5593667546,16676.72823219
IPI00229072.2;IPI00122615.3;IPI00874512.1;IPI00919252.1;IPI00919160.1;IPI00918130.1;IPI00918183.1;IPI00918046.1;IPI00918282.1,7462.28,63193.69,8.61,866.6991869919,7339.5691056911
IPI00226687.4,7462.26,63193.6,4.55,1640.0571428572,13888.7032967033
IPI00742368.1;IPI00115553.2,7446.92,63121.1,18.39,404.9439912996,3432.3599782491
IPI00119413.1;IPI00649876.1,7437.67,63077.35,6.1,1219.2901639344,10340.5491803279
IPI00311034.1;IPI00648828.1;IPI00648077.2,7437.46,63076.36,4.49,1656.4498886414,14048.1870824053
IPI00387393.3,7434.33,63061.55,8.91,834.3804713805,7077.6150392817
IPI00857736.1;IPI00605227.3;IPI00918742.1;IPI00918736.1;IPI00918573.1;IPI00918431.1;IPI00918958.1;IPI00918490.1;IPI00828353.1,7415.68,62973.25,18.59,398.9069392146,3387.4798278645
IPI00653499.1;IPI00331222.3;IPI00874924.1;IPI00323308.2;IPI00849032.1;IPI00110847.1;IPI00857065.1;IPI00270132.4;IPI00857489.1;IPI00123584.3;IPI00474563.1;IPI00264931.6,7397.24,62885.84,25.93,285.2772849981,2425.2155804088
IPI00136000.1;IPI00856144.1;IPI00856904.1;IPI00225322.1;IPI00856779.1;IPI00856263.1;IPI00886359.1,7391.11,62856.77,16.59,445.515973478,3788.8348402652
IPI00606952.2;IPI00955157.1,7390.89,62855.72,6.97,1060.3859397418,9018.037302726
IPI00856352.1,7379.92,62803.66,,,
IPI00153813.4;IPI00876325.1;IPI00751036.1,7371.89,62765.53,9.29,793.5296017223,6756.2465016146
IPI00110956.6;IPI00857902.1,7371.39,62763.16,,,
IPI00124636.1,7367.94,62746.77,10.46,704.3919694073,5998.7351816444
IPI00930890.1;IPI00137228.1;IPI00752186.1;IPI00461870.1,7334.45,62587.5,21.44,342.0918843284,2919.1930970149
IPI00756294.2;IPI00854919.1;IPI00310196.4,7331.86,62575.17,13.12,558.8307926829,4769.4489329268
IPI00123871.2;IPI00776361.1;IPI00626563.3;IPI00776290.1;IPI00222492.1;IPI00775967.1;IPI00775787.1;IPI00776103.1,7312.2,62481.51,27.43,266.5767407948,2277.8530805687
IPI00221446.1,7295.43,62401.53,15.68,465.2697704082,3979.6894132653
IPI00854911.1;IPI00896733.1;IPI00750926.10;IPI00310962.3,7292.83,62389.13,,,
IPI00653064.1;IPI00135579.4;IPI00881801.1;IPI00881102.1,7284.26,62348.22,11.51,632.8635968723,5416.8740225891
IPI00230194.5,7282.51,62339.86,,,
IPI00117124.1;IPI00357545.1;IPI00896708.1;IPI00831603.1;IPI00357546.1;IPI00352799.1,7269.04,62275.51,17.73,409.9853355894,3512.4371122392
IPI00459787.2,7263.24,62247.79,8.46,858.5390070922,7357.8947990544
IPI00223076.1;IPI00417150.2;IPI00417149.2,7244.4,62157.66,11.16,649.1397849462,5569.6827956989
IPI00857582.1;IPI00648950.2;IPI00858241.1;IPI00121132.8,7223.53,62057.71,7.01,1030.4607703281,8852.7403708987
IPI00112377.1,7222.07,62050.71,5.09,1418.8742632613,12190.7092337918
IPI00115215.1;IPI00856962.1;IPI00857585.1;IPI00857860.1;IPI00857707.1;IPI00858017.1,7195.29,61922.25,,,
IPI00776175.1,7193.95,61915.81,,,
IPI00129398.3;IPI00654382.3;IPI00130955.1;IPI00341291.1,7193.35,61912.93,18.41,390.7305812059,3363.0054318305
IPI00356633.4;IPI00928369.1;IPI00928551.1;IPI00928203.1;IPI00928237.1,7184.38,61869.85,21.29,337.4532644434,2906.0521371536
IPI00677945.3;IPI00674658.1,7175.26,61826.03,43.73,164.080951292,1413.8127143837
IPI00620743.2;IPI00608098.4;IPI00223722.1,7166.39,61783.38,,,
IPI00117821.1;IPI00230632.1;IPI00621416.2;IPI00876416.1,7143.7,61674.18,22.98,310.8659704091,2683.819843342
IPI00471368.3,7135.24,61633.42,11.7,609.8495726496,5267.8136752137
IPI00116711.1;IPI00649640.1,7134.8,61631.3,3.61,1976.3988919668,17072.3822714681
IPI00129184.3;IPI00776080.1;IPI00844696.1,7129.41,61605.32,12.79,557.4206411259,4816.6786551994
IPI00108367.2,7123.77,61578.13,,,
IPI00130129.1;IPI00648877.2;IPI00750303.1;IPI00230656.1;IPI00230657.3;IPI00876136.1,7103.53,61480.47,9.11,779.7508232711,6748.6794731065
IPI00757586.2;IPI00653458.1,7095.15,61440,31.81,223.0477837158,1931.468091795
IPI00923060.1;IPI00131881.1;IPI00918072.1,7081.13,61372.25,26.1,271.3076628352,2351.4272030651
IPI00112460.1;IPI00759869.1;IPI00759898.1;IPI00622992.1;IPI00928515.1,7068.03,61308.88,24.27,291.2249690977,2526.1178409559
IPI00117034.1;IPI00881592.1,7055.46,61248.03,9.75,723.6369230769,6281.8492307692
IPI00132041.3,7054.86,61245.13,10.3,684.9378640777,5946.1291262136
IPI00377609.2;IPI00466186.1,7045.1,61197.85,7.17,982.580195258,8535.2649930265
IPI00281538.4,7040.81,61177.06,12.62,557.9088748019,4847.6275752773
IPI00664726.2;IPI00605819.4;IPI00830871.1;IPI00652736.5;IPI00551536.3;IPI00830441.1;IPI00757521.2;IPI00347473.5,7036.87,61157.96,10.02,702.2824351297,6103.5888223553
IPI00308278.1;IPI00858110.1;IPI00858261.1,7033.12,61139.77,21.77,323.0647680294,2808.4414331649
IPI00608064.1,7001.91,60988.27,,,
IPI00279153.3,6998.06,60969.56,11.6,603.2810344828,5255.9965517241
IPI00330497.4;IPI00761961.1,6964.01,60803.89,12.31,565.7197400487,4939.3899268887
IPI00330019.3;IPI00402860.1,6961.69,60792.59,16.96,410.477004717,3584.46875
IPI00387253.3,6953.96,60754.93,4.83,1439.7432712215,12578.6604554865
IPI00625328.2,6941.11,60692.27,,,
IPI00918423.1;IPI00462727.5;IPI00918351.1;IPI00648376.1;IPI00653473.1;IPI00353998.6;,6940.19,60687.79,18.5,375.1454054054,3280.4210810811
IPI00462461.2;IPI00606731.1,6936.61,60670.32,20.34,341.0329400197,2982.808259587
IPI00895135.1;IPI00316343.2;IPI00895088.1;IPI00856598.1,6933.86,60656.9,4.03,1720.5607940447,15051.3399503722
IPI00461234.1,6885.13,60418.72,5.06,1360.6976284585,11940.4584980237
IPI00857925.1;IPI00400435.1,6880.97,60398.36,61.4,112.0679153094,983.6866449511
IPI00605125.2,6862.91,60309.87,,,
IPI00114254.8,6859.89,60295.07,6.44,1065.200310559,9362.5885093168
IPI00380742.3,6859.53,60293.3,37.1,184.8929919137,1625.1563342318
IPI00750931.1;IPI00625723.2,6840.89,60201.85,9.9,690.998989899,6080.994949495
IPI00321802.5,6836.29,60179.26,34.74,196.784398388,1732.2757628095
IPI00845558.1;IPI00914694.1;IPI00330378.4,6833.5,60165.56,5.13,1332.0662768031,11728.179337232
IPI00471042.2;IPI00474690.2;IPI00753963.4,6826.18,60129.6,4.47,1527.1096196868,13451.8120805369
IPI00881406.1;IPI00127009.3;IPI00652900.1;IPI00356053.1;IPI00469792.1;IPI00356054.1;IPI00881141.1,6819.79,60098.19,12.35,552.2097165992,4866.2502024292
IPI00132478.1,6800.43,60002.96,6.81,998.5947136564,8811.0073421439
IPI00620724.2;IPI00420213.1;IPI00464338.5;IPI00885219.1,6790.9,59956.04,,,
IPI00128976.2,6770.66,59856.28,6.07,1115.4299835255,9861.0016474465
IPI00463195.2;IPI00876524.1,6758.34,59795.5,5.8,1165.2310344828,10309.5689655172
IPI00458418.2,6756.44,59786.12,,,
IPI00454052.1,6756.27,59785.28,,,
IPI00109823.5;IPI00458769.1,6749.31,59750.92,5.47,1233.8775137112,10923.3857404022
IPI00623249.4;IPI00876501.1;IPI00110172.1;IPI00848959.1;IPI00885685.1;IPI00230233.1;IPI00652770.1;IPI00751784.2;IPI00753011.1;IPI00817016.1;IPI00222631.2,6735.2,59681.2,,,
IPI00923108.1;IPI00130014.3;IPI00922963.1;IPI00460720.3,6719.06,59601.38,52.76,127.3514025777,1129.6698256255
IPI00309815.6;IPI00874310.1;IPI00919238.1,6717.73,59594.8,4.18,1607.1124401914,14257.1291866029
IPI00128570.5,6717.5,59593.66,4.01,1675.187032419,14861.2618453865
IPI00320878.5;IPI00876175.1;IPI00808193.1;IPI00654372.2;IPI00857379.1,6696.53,59489.81,19.14,349.8709508882,3108.1405433647
IPI00330539.1;IPI00471268.1,6692.39,59469.29,50.38,132.8382294561,1180.4146486701
IPI00121627.3,6684.59,59430.61,24.52,272.617862969,2423.7606035889
IPI00153712.1;IPI00928062.1,6659.2,59304.58,,,
IPI00321848.6;IPI00886324.1;IPI00474925.1,6633.64,59177.49,14.08,471.1392045455,4202.9467329546
IPI00402900.3;IPI00756692.2;IPI00468079.3;IPI00754194.1;IPI00750109.1,6623.39,59126.46,8.01,826.8901373283,7381.5805243446
IPI00845537.1;IPI00131692.7;IPI00467555.2;IPI00310248.1;IPI00515754.1;IPI00416397.2;IPI00918102.1;IPI00416396.1;IPI00653974.1;IPI00654267.1,6613.4,59076.69,14.53,455.1548520303,4065.8423950447
IPI00228009.5;IPI00653791.2;IPI00749675.1;IPI00330437.1,6611.22,59065.83,,,
IPI00653709.3;IPI00162994.1;IPI00117822.2;IPI00620436.2;IPI00653350.1;IPI00653511.1,6608.34,59051.48,21.22,311.4203581527,2782.821866164
IPI00133410.1,6580.92,58914.66,15.58,422.3953786906,3781.4287548139
IPI00131227.1;IPI00463885.1,6562.43,58822.26,,,
IPI00776395.1;IPI00114860.4;IPI00648253.1;IPI00649806.1;IPI00649956.1;IPI00828755.1;IPI00648789.1;IPI00648500.1;IPI00647976.1,6558.63,58803.26,22.07,297.1739918441,2664.397825102
IPI00752500.1;IPI00757111.1;IPI00225262.10;IPI00753048.1;IPI00653482.1;IPI00875648.1;IPI00749678.1;IPI00753577.1;IPI00755320.1,6548.16,58750.88,10.16,644.5039370079,5782.5669291339
IPI00229728.3,6521.26,58616.12,20.85,312.770263789,2811.3247002398
IPI00404595.3;IPI00881635.1;IPI00881496.1,6515.48,58587.13,17.7,368.1062146893,3310.0073446328
IPI00117104.1;IPI00882331.1,6503.79,58528.47,13.41,484.9955257271,4364.5391498882
IPI00453578.2;IPI00889930.1,6494.72,58482.92,10.2,636.737254902,5733.6196078431
IPI00137184.2;IPI00749813.1;IPI00457733.1,6483.03,58424.17,13.44,482.3683035714,4347.0364583333
IPI00115578.1;IPI00653826.3;IPI00776224.1;IPI00406889.4;IPI00276990.4;IPI00754691.1;IPI00750866.1;IPI00230417.1;IPI00776260.1,6476.22,58389.93,9.79,661.5137895812,5964.2420837589
IPI00308136.3;IPI00135048.1,6471.43,58365.83,12.49,518.1289031225,4673.0048038431
IPI00112557.5;IPI00857296.1;IPI00857162.1,6423.04,58121.97,,,
IPI00875815.1;IPI00831449.2;IPI00720091.3;IPI00761350.1,6406.21,58036.96,,,
IPI00227372.1;IPI00857864.1;IPI00858086.1,6402.75,58019.47,11.46,558.7041884817,5062.7809773124
IPI00310280.7;IPI00808276.1;IPI00882127.1,6394.89,57979.73,15.8,404.7398734177,3669.603164557
IPI00849275.1;IPI00849396.1;IPI00848628.1;IPI00856575.1;IPI00420324.7;IPI00856328.1;IPI00876503.1;IPI00749617.2;IPI00876218.1;IPI00515564.5,6388.99,57949.88,,,
IPI00944053.1;IPI00111686.5;IPI00923039.2,6386.11,57935.31,,,
IPI00651798.1;IPI00169772.2;IPI00915057.1,6363.41,57820.33,4.77,1334.0482180294,12121.6624737946
IPI00890273.1;IPI00380698.3,6362.65,57816.48,7.6,837.1907894737,7607.4315789474
IPI00124856.5,6361.17,57808.98,13.67,465.3379663497,4228.8939283102
IPI00130131.1,6345.93,57731.68,3.72,1705.8951612903,15519.2688172043
IPI00849833.1,6327.47,57637.93,,,
IPI00604958.5;IPI00125089.1,6317.52,57587.35,1.5,4211.68,38391.5666666667
IPI00117993.2;IPI00653692.1;IPI00352800.3;IPI00114883.4;IPI00117994.1;IPI00352802.8;IPI00117991.3;IPI00117996.3;IPI00918319.1,6306.99,57533.78,10.8,583.9805555556,5327.2018518519
IPI00230476.5,6302.62,57511.54,13.12,480.3826219512,4383.5015243903
IPI00896718.1;IPI00661508.3;IPI00880835.1;IPI00660673.1,6298.26,57489.35,10.74,586.4301675978,5352.8258845438
IPI00880852.1;IPI00229703.6,6278.51,57388.71,7.43,845.0215343203,7723.9179004038
IPI00129163.1,6275.69,57374.33,,,
IPI00130301.1;IPI00225449.2,6263.59,57312.59,11.06,566.3282097649,5181.9701627487
IPI00123012.1;IPI00457483.1;IPI00622185.2,6256.66,57277.21,16.96,368.9068396226,3377.1939858491
IPI00316229.3;IPI00742429.1,6252,57253.41,9.03,692.3588039867,6340.3554817276
IPI00134506.1;IPI00224955.2;IPI00856994.1;IPI00652933.1,6219.61,57087.75,6.03,1031.4444444445,9467.2885572139
IPI00124876.1,6213.29,57055.38,9.76,636.6075819672,5845.8381147541
IPI00857454.1;IPI00123583.5,6188.85,56930.08,8.82,701.6836734694,6454.6575963719
IPI00308545.1,6166.53,56815.45,11.18,551.5679785331,5081.8828264759
IPI00110766.3;IPI00381584.1,6148.26,56721.48,20.59,298.6041767848,2754.8071879553
IPI00345026.6;IPI00895246.1,6142.85,56693.63,7.93,774.6343001261,7149.2597730139
IPI00113617.1,6135.42,56655.37,,,
IPI00229647.5;IPI00421218.5;IPI00318182.1,6129.63,56625.54,5.98,1025.0217391304,9469.1538461539
IPI00121254.1,6126.45,56609.15,,,
IPI00880699.2;IPI00121344.4;IPI00880563.1,6125.81,56605.85,10.88,563.0340073529,5202.7435661765
IPI00165850.2;IPI00816943.1,6125.78,56605.69,12.88,475.6040372671,4394.8517080745
IPI00458573.2;IPI00110027.1;IPI00652918.1,6078.75,56362.85,,,
IPI00943363.1;IPI00128371.1,6069.75,56316.28,4.89,1241.2576687117,11516.6216768916
IPI00652882.2;IPI00785407.1;IPI00881739.1,6067.39,56304.06,10.73,565.4603914259,5247.3494874185
IPI00312113.1;IPI00853857.1;IPI00461231.1,6056.1,56245.59,9.3,651.1935483871,6047.9129032258
IPI00130438.1;IPI00857570.1;IPI00857973.1,6046.18,56194.18,12.62,479.0950871632,4452.7876386688
IPI00124093.2;IPI00403194.1;IPI00754945.1,6043.73,56181.48,17.89,337.8272778088,3140.3845723868
IPI00340244.3;IPI00867859.1,6036.67,56144.85,1.93,3127.8082901554,29090.5958549223
IPI00113117.1,6026.35,56091.29,255.68,23.5698920526,219.380827597
IPI00308813.1;IPI00889252.1;IPI00622279.1,6015.35,56034.15,28.16,213.61328125,1989.8490767046
IPI00653390.2;IPI00114365.1;IPI00750130.1,6014.62,56030.36,13.76,437.1090116279,4071.9738372093
IPI00112697.4;IPI00405207.1,6012.52,56019.44,4.3,1398.2604651163,13027.776744186
IPI00117019.6;IPI00653980.1,6012.08,56017.16,4.59,1309.8213507625,12204.174291939
IPI00377953.15;IPI00229516.1,6007.81,55994.96,59.88,100.3308283233,935.1195724783
IPI00121008.3;IPI00881480.1;IPI00881338.1,6007.34,55992.52,,,
IPI00344734.3,6000.76,55958.29,20.76,289.0539499037,2695.4860308285
IPI00127231.1;IPI00653148.2,5991.98,55912.61,13.1,457.4030534351,4268.1381679389
IPI00187452.6,5969.7,55796.53,47.31,126.1826252378,1179.3813147326
IPI00125574.1;IPI00884473.1;IPI00919230.1;IPI00918995.1;IPI00918477.1;IPI00919141.1;IPI00653551.1,5967.33,55784.17,,,
IPI00467084.3;IPI00881444.1;IPI00880523.1,5961.84,55755.54,,,
IPI00320905.7;IPI00874744.2;IPI00408189.2;IPI00830672.1;IPI00830381.1;IPI00874684.1,5954.84,55719.01,8.89,669.8357705287,6267.6051743532
IPI00321374.1;IPI00405427.2;IPI00831375.1;IPI00831252.1,5941.51,55649.39,2.51,2367.1354581673,22171.0717131474
IPI00881794.1,5940.42,55643.7,36.05,164.7828016644,1543.5145631068
IPI00930886.1;IPI00135143.1;IPI00267636.1,5918.3,55528.02,8.34,709.6282973621,6658.035971223
IPI00263878.1;IPI00322466.5;IPI00403425.2;IPI00131170.1,5893.49,55398.04,9.51,619.7150368034,5825.2407991588
IPI00136917.5,5890.21,55380.84,22.61,260.5134896064,2449.3958425476
IPI00315373.1;IPI00853931.1;IPI00315372.1;IPI00853711.1;IPI00315371.3;IPI00315375.1;IPI00848819.1;IPI00849778.1;IPI00882049.1;IPI00468953.3;IPI00881527.1;IPI00881380.1;IPI00227380.1;IPI00315376.1;IPI00854034.1;IPI00881719.1;IPI00881044.1,5889.31,55376.12,,,
IPI00316067.5;IPI00474810.2,5880.15,55328.06,2.87,2048.8327526132,19278.0696864111
IPI00224776.8;IPI00279443.1,5877.74,55315.4,5.5,1068.68,10057.3454545455
IPI00120413.2,5874.01,55295.82,7.87,746.3799237611,7026.1524777637
IPI00122217.1;IPI00653256.1,5871.82,55284.32,34.89,168.2952135282,1584.531957581
IPI00453800.4;IPI00830307.1,5871.29,55281.53,11.97,490.5004177109,4618.3400167084
IPI00463126.1;IPI00277703.5;IPI00463127.4;IPI00875098.1,5870.93,55279.64,8.91,658.9147025814,6204.2244668911
IPI00125670.1;IPI00462457.3;IPI00654227.1,5859.37,55218.9,22.69,258.2357866902,2433.6227412957
IPI00129915.3;IPI00880388.1;IPI00880544.1;IPI00880749.1,5857.97,55211.54,39.99,146.4858714679,1380.6336584146
IPI00133582.1,5852.78,55184.24,13.06,448.145482389,4225.4395099541
IPI00453855.2,5850.53,55172.41,32.63,179.2991112473,1690.8492185106
IPI00127679.4;IPI00830523.2,5836.44,55098.24,8.55,682.6245614035,6444.2385964912
IPI00172328.3;IPI00750189.3;IPI00606412.3;IPI00652480.1;IPI00853741.1,5831.58,55072.64,,,
IPI00225459.1;IPI00857448.2;IPI00876471.1,5822.99,55027.37,19.82,293.7936427851,2776.3557013118
IPI00317167.2;IPI00652346.1,5815.93,54990.15,12.24,475.1576797386,4492.6593137255
IPI00880321.1;IPI00117662.3;IPI00880455.1;IPI00875057.1,5814.8,54984.19,9.82,592.1384928717,5599.2046843177
IPI00117093.1;IPI00788345.1;IPI00624623.4;IPI00473549.1,5809.81,54957.86,,,
IPI00229328.5;IPI00348445.4;IPI00869461.1;IPI00468004.2;IPI00113135.2;IPI00880767.1,5809.74,54957.49,8.69,668.5546605293,6324.2220943613
IPI00874874.1;IPI00228994.1,5809.13,54954.27,52.38,110.9035891562,1049.14604811
IPI00463681.2;IPI00816939.1;IPI00652042.1,5797.68,54893.82,,,
IPI00330644.1;IPI00876400.1,5796.38,54886.95,18.65,310.7978552279,2943
IPI00126260.2;IPI00828571.1;IPI00403529.1;IPI00849248.1,5791.94,54863.49,17.52,330.5901826484,3131.477739726
IPI00467930.2;IPI00857115.1,5791.43,54860.8,8.57,675.7794632439,6401.4935822637
IPI00876497.1;IPI00279701.16;IPI00405298.1,5781.46,54808.09,8.34,693.2206235012,6571.7134292566
IPI00119213.1;IPI00400114.2;IPI00230069.1;IPI00653754.1,5775.62,54777.2,13.36,432.3068862275,4100.0898203593
IPI00321331.3;IPI00850936.1;IPI00671608.3,5758.24,54685.19,70.4,81.7931818182,776.7782670455
IPI00808277.2;IPI00854998.1,5755.74,54671.94,,,
IPI00109375.1;IPI00223489.1;IPI00356356.4,5750.82,54645.87,7.06,814.5637393768,7740.2082152975
